start_station_name,Avg_ride_length,Avg_ride_length_Casual,Avg_ride_length_Member,Casual_riders,Member_riders,Electric_bike_riders,Classic_bike_riders,Total_riders
California Ave & Winona St,12.644464500601687,10.091904761904761,13.507648953301132,140,414,554,0,554
Elston Ave & Henderson St,11.833087783916511,10.023344748858445,13.938446215139441,292,251,543,0,543
Kedzie Ave & 48th Pl,13.280049109883363,15.501494565217392,8.6086666666666662,368,175,331,212,543
Maplewood Ave & Peterson Ave,18.453021806853585,29.064480874316938,15.318401937046003,122,413,168,367,535
Kedzie Ave & Chicago Ave,18.335583016476548,19.667738791423005,17.693896713615025,171,355,253,273,526
2112 W Peterson Ave,16.1336858974359,19.345900178253125,14.32982982982983,187,333,281,239,520
Albany Ave & Belmont Ave,12.537483912483912,12.031238095238097,12.795772594752187,175,343,518,0,518
Pulaski Rd & 51st St,14.876305609284332,18.623004694835682,10.309513590844064,284,233,366,151,517
Pulaski Rd & Eddy St,21.549187784275514,26.120934256055364,15.650818452380953,289,224,184,329,513
Dodge Ave & Mulford St,20.131955645161295,23.076930320150655,18.497910135841174,177,319,146,350,496
California Ave & 23rd Pl,19.2372311827957,18.854215686274507,19.436963190184048,170,326,131,365,496
Halsted St & 37th St,19.480577956989247,33.356385281385279,13.232407407407408,154,342,190,306,496
Public Rack - Washtenaw Ave & Superior St,12.494006734006733,12.919642857142858,12.326150234741785,140,355,495,0,495
Archer (Damen) Ave & 37th St,24.168969072164952,24.493129770992365,24.049011299435033,131,354,129,356,485
MTV Hubbard St,11.489944903581264,12.156628787878788,11.341792929292929,88,396,484,0,484
Long & Irving Park,13.547481021394066,15.505434782608697,11.767523056653491,230,253,483,0,483
Sacramento Blvd & Franklin Blvd,12.313623789764872,14.486691542288558,11.476867816091954,134,348,231,251,482
Washtenaw Ave & Ogden Ave,18.086099585062243,19.516872427983536,17.361770833333335,162,320,153,329,482
N Clark St & W Elm St,8.641560283687939,9.1792253521126774,8.4087906504065053,142,328,470,0,470
Whipple/Irving Park,11.353876811594201,11.703155339805823,11.07060367454068,206,254,460,0,460
Dodge Ave & Main St,24.540228613569319,39.606702898550715,14.196082089552242,184,268,143,309,452
Damen Ave & Lake St,13.088913525498892,12.910020449897752,13.190162037037037,163,288,167,284,451
Conservatory Dr & Lake St,21.064344569288391,22.854807692307702,18.548018018018023,260,185,217,228,445
Campbell Ave & Irving Park Rd,10.680695718654432,9.76206896551724,11.290776081424939,174,262,436,0,436
Karlov Ave & Armitage Ave,23.855889145496533,24.034131736526948,23.743984962406014,167,266,143,290,433
Lincolnwood Dr & Central St,27.979961240310072,32.328184281842823,22.166576086956528,246,184,186,244,430
Kilbourn Ave & Milwaukee Ave,21.036780210867803,25.400720164609048,18.197590361445787,162,249,198,213,411
Hoyne Ave & 47th St,20.161341463414633,11.782649572649573,27.760620155038751,195,215,109,301,410
Cottage Grove Ave & 67th St,20.654383788254759,22.431264367816091,19.65574935400516,145,258,143,260,403
Stony Island Ave & 63rd St,23.831079931972788,32.703799654576862,15.22587939698492,193,199,83,309,392
State St & 95th St,17.751023017902813,22.383707025411066,11.601686507936508,223,168,172,219,391
Lincoln Ave & Balmoral Ave,14.213533507397734,12.453488372093023,15.10741469816273,129,254,383,0,383
Jeffery Blvd & 67th St,27.918062827225132,41.869835680751173,19.663263888888888,142,240,106,276,382
Public Rack - Hyde Park Blvd & 53rd St,22.34753086419752,24.423611111111111,21.233536585365854,132,246,378,0,378
Richmond St & Lincoln Ave,14.707709447415333,22.604361370716507,11.543133583021225,107,267,181,193,374
Public Rack - Woodlawn Ave & 63rd St N,5.5026793823796538,6.9242138364779873,4.925351213282247,106,261,367,0,367
Wolcott Ave & Fargo Ave,19.616620879120877,29.159871794871794,14.314814814814817,130,234,214,150,364
Rockwell St & Cermak Rd,13.042170329670331,11.266935483870965,13.959375000000001,124,240,364,0,364
MLK Jr Dr & 56th St,17.497658402203861,17.271404399323181,17.766164658634533,197,166,103,260,363
Kostner Ave & Wrightwood Ave,23.492685185185181,30.093700787401573,19.894706723891275,127,233,185,175,360
Burnham Greenway & 112th St,42.3419701213819,50.763278008298734,24.845977011494252,241,116,64,293,357
Kenneth Ave & Lawrence Ave,26.326512968299706,34.968531468531474,20.268627450980389,143,204,119,228,347
Princeton Ave & 47th St,12.765406976744185,18.091156462585033,8.7913705583756343,147,197,127,217,344
Western Ave & Lake St,14.004033041788148,13.359147869674187,14.412460317460319,133,210,272,71,343
Western Blvd & 48th Pl,15.148833819241981,10.939238095238096,19.533829365079363,175,168,162,181,343
Kedzie Ave & 21st St,22.453313840155946,23.752350427350429,21.363799283154126,156,186,182,160,342
Kenosha Ave & Wellington Ave,19.995634920634917,23.396253229974153,17.87640901771336,129,207,244,92,336
Springfield Ave & North Ave,24.504444444444445,32.768181818181816,16.240707070707071,165,165,111,219,330
Stony Island Ave & 71st St,18.836836518046709,35.794666666666664,13.515341701534172,75,239,62,252,314
Washtenaw Ave & Polk St,11.455021367521367,17.865370370370371,8.85623123123123,90,222,312,0,312
Keeler Ave & Carmen Ave,38.772615219721317,49.772905027932978,23.855555555555551,179,132,117,194,311
Public Rack - Christiana Ave & Belmont Ave,9.0234204793028319,8.7777372262773721,9.22258382642998,137,169,306,0,306
South Shore Dr & 74th St,35.42748633879782,41.811439842209076,27.494485294117656,169,136,109,196,305
Princeton Ave & Garfield Blvd,16.138666666666662,14.561515151515151,17.051754385964912,110,190,137,163,300
Indiana Ave & 40th St,17.791441441441446,19.785945945945947,14.467267267267264,185,111,107,189,296
Karlov Ave & Lawrence Ave,22.504024943310657,31.860471976401179,16.662707182320442,113,181,136,158,294
St Louis Ave & Foster Ave,21.436998854524635,27.12195512820513,18.275311942958997,104,187,132,159,291
Big Marsh Park,39.608563218390813,43.223349436392915,30.593373493975903,207,83,59,231,290
Eberhart Ave & 61st St,22.483621683967705,25.394522144522146,19.632534246575347,143,146,90,199,289
Jeffery Blvd & 71st St,20.783627797408716,29.085304659498213,16.720175438596488,93,190,116,167,283
Public Rack - Racine Ave & 109th Pl,9.48031914893617,8.9799999999999986,9.5398809523809511,30,252,282,0,282
State St & 54th St,18.334803921568625,22.174404761904768,15.647083333333335,112,160,117,155,272
Austin Blvd & Lake St,23.339365671641797,24.282799145299144,22.025297619047624,156,112,124,144,268
May St & 69th St,25.408364544319603,92.735294117647058,20.830133333333336,17,250,128,139,267
Stony Island Ave & 67th St,24.533333333333335,30.203987730061339,15.290166666666664,163,100,54,209,263
Washtenaw Ave & Peterson Ave,16.2588122605364,12.554166666666667,18.414242424242424,96,165,261,0,261
Lockwood Ave & Wrightwood Ave,16.979999999999997,25.882156862745095,12.656095238095238,85,175,168,92,260
Chicago State University,12.791241830065363,13.617190226876087,10.326302083333333,191,64,121,134,255
Public Rack - Langley Ave & 49th St,6.1943121693121688,5.87948717948718,6.2114365411436543,13,239,252,0,252
Union Ave & Root St,19.302523240371844,20.9406015037594,17.456214689265536,133,118,122,129,251
Central Ave & Chicago Ave,11.676199999999998,16.454263565891473,10.68365539452496,43,207,85,165,250
State St & 79th St,21.450133333333333,41.252380952380946,8.6828947368421066,98,152,89,161,250
Public Rack - Haft Ave & Milwaukee Ave,14.849595141700407,19.437222222222218,13.377629233511588,60,187,247,0,247
Eggleston Ave & 69th St,23.612724757952986,13.996327683615819,26.7301282051282,59,182,39,202,241
Millard Ave & 26th St,19.360900140646972,28.465500000000002,12.71520681265207,100,137,116,121,237
Exchange Ave & 79th St,28.107980225988705,41.682575757575769,22.8378431372549,66,170,62,174,236
Virginia Ave & Catalpa Ave,12.367450142450144,12.748645833333335,11.543243243243241,160,74,234,0,234
Western Ave & 111th St,20.42827635327636,19.618295739348369,21.494884488448847,133,101,68,166,234
Baltimore Ave & 87th St,17.957868383404861,24.860238095238095,14.993660531697341,70,163,147,86,233
Sacramento Blvd & Fulton Ave,10.331962481962481,11.200144927536231,9.4712643678160919,115,116,231,0,231
Stony Island Ave & 75th St,22.10599415204678,36.749549549549542,19.269284467713785,37,191,39,189,228
California Ave & 26th St,27.500881057268721,45.587222222222223,21.002794411177646,60,167,115,112,227
Kostner Ave & Bryn Mawr Ave,35.6547619047619,40.1298309178744,28.473837209302328,138,86,64,160,224
Rainbow - Beach,28.953153153153153,33.421581196581194,26.532754629629629,78,144,39,183,222
MLK Jr Dr & 63rd St,18.028205128205126,20.46494252873563,13.379166666666668,145,76,123,98,221
Ashland Ave & 50th St,16.507458143074583,30.356363636363632,11.863008130081301,55,164,127,92,219
Calumet Park,33.375840978593274,33.777900552486194,31.409009009009011,181,37,41,177,218
Kilbourn Ave & Roscoe St,18.677342549923193,20.690769230769224,15.668773946360147,130,87,89,128,217
Damen Ave & Pershing Rd,25.775576036866354,32.657851239669426,17.101041666666671,121,96,72,145,217
Fairfield Ave & Roosevelt Rd,24.354049844236762,22.27729166666667,25.593905472636813,80,134,84,130,214
Perry Ave & 69th St,21.456996855345906,20.05103244837758,23.061784511784506,113,99,40,172,212
Fairfield Ave & Pratt Blvd,18.314465408805031,24.735992907801414,13.199011299435027,94,118,65,147,212
Kedvale Ave & Peterson Ave,19.685167464114837,25.831521739130434,17.950613496932512,46,163,165,44,209
Shields Ave & 43rd St,11.72235576923077,20.794017094017093,9.6288954635108475,39,169,84,124,208
Yates Blvd & 75th St,20.564108910891093,22.018750000000004,16.142000000000003,152,50,61,141,202
Weekend Night Parking Area A,9.6392499999999988,9.2829710144927535,9.942746913580244,92,108,200,0,200
Ashland Ave & Pershing Rd,16.662626262626262,14.712841530054646,17.530778588807788,61,137,22,176,198
Kilbourn Ave & Belden Ave,20.872979797979795,26.043965517241379,18.730714285714285,58,140,119,79,198
Buckingham - Fountain,30.848214285714292,32.053002070393369,25.306190476190473,161,35,44,152,196
Central Park Ave & Ardmore Ave,25.652721088435374,27.090235690235684,24.185567010309285,99,97,32,164,196
Walden Pkwy & 100th St,25.503589743589739,28.972058823529412,21.6994623655914,102,93,86,109,195
Dan Ryan Woods & 83rd St,32.206735751295348,34.156827309236959,20.217283950617283,166,27,23,170,193
Western Ave & Ardmore Ave,13.667888307155323,14.153658536585368,12.789215686274511,123,68,191,0,191
Wentworth Ave & 63rd St,16.540350877192981,21.280412371134023,11.596415770609319,97,93,80,110,190
Michigan Ave & 71st St,9.4821869488536183,17.688541666666666,8.7232177263969159,16,173,79,110,189
Commercial Ave & 83rd St,36.832716049382718,72.21982758620689,21.16513994910941,58,131,81,108,189
Austin Blvd & Madison St,44.950177304964541,66.6381188118812,19.772222222222226,101,87,65,123,188
Narragansett Ave & Wrightwood Ave,24.265775401069508,26.072557471264361,21.313849765258219,116,71,112,75,187
Calumet Ave & 71st St,13.381810035842296,25.230496453900709,9.3754196642685841,47,139,66,120,186
Halsted St & 96th St,13.954144144144145,28.3463768115942,11.910802469135803,23,162,70,115,185
Halsted St & 63rd St,25.713134057971015,41.216875,13.787179487179486,80,104,35,149,184
Halsted St & 47th Pl,18.071376811594202,20.988251366120217,16.624796747967483,61,123,52,132,184
Marshfield Ave & 44th St,29.760989010989004,18.44977168949772,37.336391437308869,73,109,72,110,182
Stony Island Ave & 64th St,25.95333333333334,33.5062091503268,16.076495726495725,102,78,36,144,180
Public Rack - Milwaukee Ave & Diversey Ave,10.816014897579144,10.511904761904763,10.954471544715448,56,123,179,0,179
Kostner Ave & Devon Ave,33.054331450094175,35.193532338308458,26.387984496124034,134,43,41,136,177
Kedzie Ave & 57th St,14.134659090909095,12.001941747572817,17.143835616438356,103,73,131,45,176
Public Rack - Kostner Ave & Armitage Ave,17.625189393939387,20.11880341880342,15.640476190476189,78,98,176,0,176
California & 16th St,14.512095238095235,13.238738738738736,16.720572916666665,111,64,175,0,175
Public Rack - California Ave & Cortez St,10.957279693486589,10.167136150234743,11.501941747572817,71,103,174,0,174
Lamon Ave & Armitage Ave,18.2247591522158,13.657870370370372,21.480363036303629,72,101,106,67,173
Narragansett & Wrightwood,10.736434108527131,12.444158075601374,8.5277777777777786,97,75,172,0,172
Kostner Ave & Adams St,15.78392156862745,30.202222222222229,14.388602150537634,15,155,109,61,170
Weekend Night Parking Area B,14.745069033530569,16.051960784313724,13.422619047619046,85,84,169,0,169
Public Rack - Hollywood Park,15.354590818363269,14.746825396825397,15.442009132420093,21,146,167,0,167
Pulaski & Ann Lurie Pl,7.769898989898989,8.8375,7.4282666666666648,40,125,165,0,165
Narragansett Ave & School St,18.001515151515154,8.99009009009009,20.606380208333331,37,128,165,0,165
North Boundary Park,25.206767676767672,28.395528455284552,22.056425702811243,82,83,103,62,165
Public Rack - Western Ave & Devon Ave,15.794715447154472,11.727777777777778,17.0636,39,125,164,0,164
Prospect Sq & 91st St,45.07113821138212,66.421851851851855,19.104054054054057,90,74,50,114,164
Morgan St & Pershing Rd,15.3299591002045,23.011111111111109,8.2813725490196077,78,85,52,111,163
Public Rack - Harold Washington Park,16.758179959100204,15.738120567375889,18.147826086956517,94,69,163,0,163
Public Rack - Hamlin Ave & Fullerton Ave,10.379062499999998,9.7089080459770116,10.760130718954249,58,102,160,0,160
Public Rack - Milwaukee Ave & Higgins Ave,11.353958333333333,9.6850694444444443,12.069196428571427,48,112,160,0,160
Long Ave & Belmont Ave,15.694234800838576,16.4640562248996,14.853508771929823,83,76,125,34,159
Sacramento Ave & Lunt Ave,36.771518987341778,46.520877192982454,22.070105820105823,95,63,69,89,158
Milwaukee Ave & Ainslie St,18.291507430997878,16.690151515151513,19.452930402930402,66,91,80,77,157
Public Rack - Monticello Ave & Belmont Ave,15.285149572649575,14.83515625,15.598188405797105,64,92,156,0,156
Artesian Ave & 55th St,20.148602150537627,23.150806451612898,18.147132616487458,62,93,54,101,155
Komensky Ave & 31st St,10.203870967741937,13.321774193548388,8.1252688172043,62,93,155,0,155
California Ave & Touhy Ave,28.409784946236567,42.307729468599035,17.259108527131779,69,86,59,96,155
Central Park & Augusta Blvd,17.41,18.023484848484848,17.166816816816819,44,111,155,0,155
Public Rack - Pulaski Rd & Armitage Ave,11.66774891774892,16.972413793103446,10.437066666666672,29,125,154,0,154
Cottage Grove Ave & 83rd St,20.141885964912277,21.709999999999997,19.756284153005463,30,122,71,81,152
Vernon Ave & 75th St,21.549116997792492,12.846527777777776,23.193700787401571,24,127,27,124,151
Public Rack - Milwaukee Ave & Haussen Ct,11.393111111111113,9.6227011494252874,12.509239130434782,58,92,150,0,150
Ashland Ave & McDowell Ave,20.446111111111112,24.20086206896552,18.078985507246376,58,92,57,93,150
Public Rack - Spaulding Ave & Evergreen Ave,11.383666666666665,11.333333333333334,11.401351351351348,39,111,150,0,150
Albany Ave & 26th St,30.251666666666662,40.457478632478633,19.195370370370366,78,72,50,100,150
Washtenaw Ave & Madison St,10.158445945945946,5.7685897435897431,11.093989071038255,26,122,148,0,148
Hamlin Ave & Grand Ave,19.77902494331066,12.589906103286383,26.495175438596494,71,76,147,0,147
Kilpatrick Ave & Parker Ave,13.266438356164381,13.606981981981983,12.916435185185183,74,72,146,0,146
Public Rack - Rockwell & Division,10.720254629629629,11.370930232558139,10.443234323432343,43,101,144,0,144
Public Rack - Hamlin Ave & Montrose Ave,8.48927738927739,9.9839622641509429,7.6090740740740745,53,90,143,0,143
Public Rack - Hyde Park Blvd & 55th St,11.31095571095571,14.598484848484846,9.2562499999999979,55,88,143,0,143
State St & Pershing Rd,33.13461538461538,60.04677419354838,12.535185185185185,62,81,63,80,143
Public Rack - Throop St & 58th St,13.092605633802822,7.8051282051282049,14.277729885057473,26,116,142,0,142
Buckingham Fountain (Columbus/Balbo),36.766314553990618,40.7497267759563,12.4675,122,20,36,106,142
Cicero Ave & Roscoe Ave,22.054107981220657,22.889417989417986,21.387974683544307,63,79,95,47,142
Western Ave & 104th St,44.507380952380949,66.092521367521371,17.351881720430111,78,62,47,93,140
Wrigley Events Parking Area,12.489808153477217,12.014912280701754,13.062698412698412,76,63,139,0,139
Public Rack - Washtenaw Ave & Devon Ave,12.431280193236717,12.250476190476189,12.492718446601941,35,103,138,0,138
Grace St & Cicero Ave,31.254347826086953,17.53782051282051,39.548062015503874,52,86,67,71,138
Lawndale Ave & 111th St,41.375362318840565,45.694444444444443,17.311904761904763,117,21,11,127,138
Lowell Ave & Armitage,23.548175182481756,26.245312499999994,21.183561643835613,64,73,70,67,137
Hale Ave & 107th St,27.846446078431367,38.150843881856538,13.564912280701755,79,57,61,75,136
Midway Orange Line,33.651838235294122,37.076072607260727,23.770476190476195,101,35,23,113,136
Kedzie Ave & Roosevelt Rd,26.209259259259259,43.0514880952381,14.270464135021095,56,79,54,81,135
Shabbona Park,18.928855721393038,19.060289855072465,18.133333333333333,115,19,91,43,134
Burnham Greenway & 105th St,24.104353233830853,36.230423280423295,13.344600938967139,63,71,40,94,134
Fairfield Ave & 44th St,16.972601010101009,18.670370370370371,14.276143790849671,81,51,96,36,132
Halsted St & 78th St,21.982828282828283,60.12916666666667,15.17098214285714,20,112,76,56,132
Public Rack - Kedzie Ave & Argyle St,10.490151515151517,14.8859649122807,9.75103244837758,19,113,132,0,132
California Ave & Marquette Rd,25.040404040404034,27.0315873015873,17.296913580246912,105,27,28,104,132
Kedzie Ave & 110th St,26.991984732824427,29.252064896755162,12.803703703703706,113,18,16,115,131
Commercial Ave & 130th St,28.91577608142493,29.399462365591397,20.347619047619048,124,7,80,51,131
Lavergne Ave & Fullerton Ave,20.964358974358973,22.731837606837608,18.313141025641027,78,52,65,65,130
Harlem & Irving Park,14.007622739018085,13.216145833333336,16.310101010101011,96,33,129,0,129
Central Park Ave & 24th St,24.439713541666659,30.3021568627451,12.851162790697673,85,43,64,64,128
Kedzie Ave & Redfield Dr,30.542650918635168,32.058333333333344,19.225555555555552,112,15,36,91,127
Wabash Ave & 87th St,22.884933333333333,37.160784313725493,13.046171171171173,51,74,33,92,125
Hoyne Ave & 34th St,15.0776,19.692635658914732,12.657520325203251,43,82,57,68,125
Cicero Ave & Lake St,25.932666666666666,16.793333333333333,35.833611111111118,65,60,38,87,125
Komensky Ave & 55th St,8.9342741935483883,8.3751207729468611,9.6357575757575749,69,55,124,0,124
Bernard St & Peterson Ave,32.555327868852459,45.571751412429386,20.365343915343917,59,63,22,100,122
Rockwell St & Archer Ave\t,15.558060109289618,13.342333333333332,17.096759259259258,50,72,55,67,122
Lawler Ave & 50th St,20.052322404371587,22.346401515151513,14.114705882352943,88,34,102,20,122
Lawndale Ave & 30th St,10.357988980716252,10.308024691358025,10.773076923076925,108,13,95,26,121
Kildare Ave & North Ave,33.758815426997238,48.0221153846154,23.009661835748794,52,69,43,78,121
Lamon Ave & Belmont Ave,11.229444444444443,9.8768115942028984,13.059477124183008,69,51,120,0,120
Central Ave & Lake St,21.545000000000005,22.486928104575167,20.8487922705314,51,69,47,73,120
Kedzie Ave & Harrison St,22.714166666666664,33.751960784313717,14.555797101449278,51,69,42,78,120
Central Ave & Altgeld St,18.387083333333337,22.516666666666666,15.820045045045045,46,74,60,60,120
Cicero Ave & Wrightwood Ave,14.770416666666668,15.796491228070176,14.29491869918699,38,82,82,38,120
St Louis Ave & 59th St,22.000980392156862,39.529931972789115,9.7307142857142868,49,70,92,27,119
Halsted St & 111th St,8.4232492997198865,30.369444444444447,7.2579646017699115,6,113,114,5,119
Kilpatrick Ave & Grand Ave,20.170728291316529,21.637083333333337,19.428270042194093,40,79,73,46,119
Austin Blvd & Chicago Ave,24.14957983193278,24.595736434108527,22.986868686868686,86,33,47,72,119
Sacramento Ave & Pratt Blvd,26.573446327683619,35.692622950819661,16.814327485380112,61,57,37,81,118
Milwaukee Ave & Agatite Ave,26.244017094017082,20.821249999999996,29.061038961038964,40,77,22,95,117
Public Rack - Lawndale Ave & Diversey Ave,13.593162393162395,13.38015873015873,13.639756944444445,21,96,117,0,117
Laramie Ave & Irving Park Rd,20.086039886039888,19.865708812260539,20.725,87,30,78,39,117
Pulaski Rd & Lake St,23.804558404558406,25.77676767676768,21.252287581699349,66,51,38,79,117
Lexington St & California Ave,21.331034482758614,34.375793650793639,13.927252252252252,42,74,29,87,116
Oak Park & Wellington,15.494683908045976,19.114971751412426,11.747368421052631,59,57,116,0,116
Houston Ave & 92nd St,18.008620689655171,26.963768115942027,12.123809523809525,46,70,66,50,116
Leclaire Ave & Belmont Ave,22.178405797101448,25.6995238095238,16.701111111111111,70,45,58,57,115
Public Rack - Cumberland & Catherine,18.721014492753625,32.361111111111114,14.53598484848485,27,88,115,0,115
Artesian Ave & Marquette Rd,23.353043478260876,30.12539682539682,19.456621004566209,42,73,23,92,115
Narragansett & Irving Park,11.617109144542775,12.156666666666668,11.006289308176102,60,53,113,0,113
Central Park Blvd & 5th Ave,35.722418879056043,45.651633986928104,27.554838709677416,51,62,44,69,113
Halsted St & 51st St,17.305309734513276,16.340860215053763,17.669918699186994,31,82,37,76,113
Kedzie Ave & 24th St,39.063095238095237,45.092405063291132,24.62929292929293,79,33,57,55,112
Long Ave & Belden Ave,14.09060606060606,7.893859649122807,17.361111111111107,38,72,110,0,110
Avenue O & 118th St,23.2939393939394,32.179943502824862,13.0140522875817,59,51,39,71,110
Ewing Ave & Burnham Greenway,26.68796296296296,39.784294871794863,14.527083333333334,52,56,66,42,108
Meade Ave & Addison St,23.305607476635512,39.019379844961236,12.747916666666667,43,64,92,15,107
Public Rack - Washington Park Ct & 51st St,14.676947040498442,14.759803921568626,14.356818181818181,85,22,107,0,107
Cicero Ave & Grace St,15.750786163522012,15.603571428571428,15.803632478632474,28,78,106,0,106
Rockwell St & 57th St,15.60738993710692,14.313387978142076,17.36148148148148,61,45,55,51,106
Dauphin Ave & 87th St,22.996698113207547,22.352469135802469,23.665705128205126,54,52,31,75,106
Halsted St & 69th St,13.545714285714286,11.105555555555556,15.375833333333333,45,60,26,79,105
Karlov Ave & Madison St,26.725801282051286,43.072916666666664,12.713988095238092,48,56,34,70,104
Harding Ave & Division St,30.438461538461535,31.413020833333327,28.879166666666666,64,40,35,69,104
Public Rack - Pulaski Rd & 44th St,8.4280448717948726,9.45943396226415,7.356209150326797,53,51,104,0,104
Central Park Ave & Ohio St,7.2358974358974368,7.1053191489361707,8.4633333333333329,94,10,104,0,104
Public Rack - Kostner Ave & Diversey Ave,9.641346153846154,11.335294117647061,9.3103448275862082,17,87,104,0,104
Central Ave & Madison St,23.028640776699032,20.077083333333334,26.545390070921989,56,47,39,64,103
Summit Ave & 86th St,20.130582524271841,24.866666666666671,19.127647058823531,18,85,12,91,103
Loomis Blvd & 84th St,16.289705882352944,13.84230769230769,36.536363636363632,91,11,25,77,102
St Louis Ave & Norman Bobbins Ave,8.3011437908496735,7.7469135802469138,10.43888888888889,81,21,102,0,102
Evans Ave & 75th St,25.745499999999996,23.058974358974357,26.689414414414411,26,74,11,89,100
Phillips Ave & 79th St,43.397166666666664,43.881818181818176,42.804814814814812,55,45,37,63,100
Kostner Ave & Belmont Ave,31.843265993265991,27.023148148148145,37.627407407407411,54,45,36,63,99
Public Rack - Lafayette Ave & 95th St,10.401346801346802,9.8017857142857157,10.637793427230045,28,71,99,0,99
Public Rack - Wilbur Wright College South,15.478451178451179,13.814942528735632,16.167619047619048,29,70,99,0,99
Springfield Ave & 71st St,17.146598639455782,15.95281124497992,23.752222222222219,83,15,54,44,98
Kilbourn Ave & Diversey Ave,23.34347079037801,29.913141025641025,15.751851851851853,52,45,60,37,97
Woodlawn Ave & 75th St,15.304123711340205,15.89327485380117,14.464583333333334,57,40,26,71,97
California Ave & 71st St,20.008854166666662,28.612499999999994,11.405208333333336,48,48,11,85,96
Sacramento Ave & 25th St,13.539409722222224,13.56823899371069,13.503875968992247,53,43,96,0,96
Central Ave & Roscoe St,24.759122807017537,24.638205128205126,25.021111111111111,65,30,42,53,95
Central Park Ave & Washington Blvd,24.918421052631583,29.208490566037746,19.504761904761903,53,42,28,67,95
Central Ave & Parker Ave,14.65701754385965,12.916666666666666,15.767241379310347,37,58,95,0,95
Harding Ave & 26th St,9.2858422939068088,10.633647798742139,7.5,53,40,76,17,93
Western Ave & 43rd St,28.291756272401429,29.71590909090909,27.012925170068023,44,49,23,70,93
Vincennes Ave & 104th St,34.04910394265233,75.02634408602151,13.560483870967742,31,62,28,65,93
Public Rack - California Ave & Devon Ave - NE,17.107608695652171,19.743333333333332,15.832258064516129,30,62,92,0,92
Harlem Ave & Irving Park Rd,27.403985507246375,31.242328042328044,19.065517241379311,63,29,47,45,92
Public Rack - Lowell Ave & Elston Ave,13.563186813186812,8.2316666666666656,31.334920634920636,70,21,91,0,91
MLK Jr Dr & 83rd St,17.336630036630034,22.416666666666668,15.996064814814817,19,72,10,81,91
Tripp Ave & 65th St,21.867399267399271,22.666244725738398,16.608333333333334,79,12,58,33,91
Nordica Ave & Medill Ave,12.129444444444447,11.55904761904762,12.492424242424242,35,55,56,34,90
Public Rack - Milwaukee Ave & Catalpa Ave,10.514999999999999,13.512499999999996,9.86689189189189,16,74,90,0,90
Loomis St & 89th St,10.38925925925926,6.8155844155844161,31.556410256410263,77,13,15,75,90
Doty Ave & 111th St,27.597940074906369,29.603896103896105,14.726388888888888,77,12,41,48,89
Jeffery Blvd & 76th St,14.6689138576779,13.082485875706213,17.788888888888888,59,30,17,72,89
Kedzie Ave & 52nd St,10.545265151515149,10.403076923076924,10.947101449275362,65,23,64,24,88
Damen Ave & Coulter St,32.226704545454552,50.330797101449278,12.398412698412699,46,42,44,44,88
Public Rack - Olmstead Ave & Oliphant Ave,14.754166666666665,23.207894736842103,12.426328502415458,19,69,88,0,88
Public Rack - Midway Orange Line,9.7017241379310342,7.78688524590164,14.194230769230767,61,26,87,0,87
Public Rack - Kinzua Ave & Devon Ave,11.89770114942529,13.740860215053763,10.877380952380953,31,56,87,0,87
Public Rack - Walden Pkwy & 103rd St,8.7969348659003845,9.4690476190476183,8.4779661016949142,28,59,87,0,87
Springfield Ave & 47th St,6.9800766283524913,6.847716894977169,7.6702380952380942,73,14,87,0,87
Public Rack - Kimbark Ave & 63rd St,4.0249042145593865,3.9555555555555553,4.0329059829059837,9,78,87,0,87
Kenneth Ave & 50th St,8.95156862745098,9.2416666666666671,7.9438596491228077,66,19,85,0,85
Sayre & Diversey,10.980588235294118,9.7607594936708857,27.041666666666668,79,6,85,0,85
University Ave & 65th St,24.740476190476194,31.01,19.040909090909093,40,44,30,54,84
Stewart Ave & 63rd St,25.105823293172694,49.843010752688173,10.358653846153846,31,52,10,73,83
Hegewisch Metra Station,35.422357723577228,35.429746835443034,35.227777777777781,79,3,35,47,82
Public Rack - Milwaukee Ave & Kennedy Expy,10.136991869918699,7.9568627450980394,10.70717948717949,17,65,82,0,82
Public Rack - Nagle Ave & Belmont Ave,20.163211382113822,7.8743589743589739,22.478502415458934,13,69,82,0,82
Francisco Ave & 47th St,18.7010162601626,13.773643410852713,24.133760683760684,43,39,58,24,82
Indiana Ave & 103rd St,16.502263374485597,16.0025,17.93015873015873,60,21,38,43,81
Public Rack - Campbell Ave & Pratt Blvd,10.374485596707817,11.342857142857145,9.8628930817610065,28,53,81,0,81
Meade Ave & Fullerton Ave,36.079629629629622,25.066025641025639,55.828160919540224,52,29,40,41,81
Laramie Ave & Madison St,16.469341563786006,19.404575163398693,11.479444444444445,51,30,38,43,81
Kedzie Ave & 66th Pl,27.657916666666669,36.642,12.684444444444445,50,30,21,59,80
Public Rack - Calumet Ave & 51st St,7.4722916666666661,7.9283950617283949,7.2399371069182381,27,53,80,0,80
Marmora Ave & Irving Park Rd,32.631458333333327,36.546045197740114,21.633333333333336,59,21,40,40,80
Damen Ave & 87th St,69.20886075949366,82.136290322580649,22.06176470588235,62,17,16,63,79
Steelworkers Park,22.143803418803415,21.128169014084502,32.445238095238096,71,7,76,2,78
Halsted St & 73rd St,14.051282051282053,10.852083333333333,22.194696969696974,56,22,12,66,78
